INR,GBP,EUR,JPY,CNY,CHF,CAD,BTC,XRP,ETH
-0.0004774727,-0.0027676853,0.0005125283,0.0026752536,0.0003231645,0.0010301426,-0.0007252345,0.0139655544,0.0105746489,0.0123080096
0.0031281051,0.0006573747,0.0019825803,-0.0014536115,-0.0002455831,-0.0022875363,-0.0010035095,-0.0046681591,-0.0204118641,-0.0152207419
0.0007108754,-0.0003616792,-0.0014694464,-0.0004330933,0.0005426824,0.0004045594,-0.0019791987,-0.0194046993,0.0396938501,0.0500077374
-0.0005753815,0.0026042254,0.003313274,0.0016513132,0.0007031857,0.0009873394,-0.0015689217,0.0165834633,-0.0015956949,0.0099275373
0,0,0,0,0,0,0,0.0055488948,-0.0181957275,-0.0201813155
0,0,0,0,0,0,0,-0.0111681652,0.0208584856,0.0326516702
6.7732165829194E-05,0.002254186,0.0027805026,0.0022701112,0.0003608272,-0.0017518237,0.0041366658,0.0191130934,-0.0259202501,-0.0258356539
0.0015549155,-0.0017910444,-0.0021148037,-0.0003124149,0.0007014664,-0.0063931334,-0.0037526278,0.0232991526,0,0.0001070192
0.0002024065,0.0031558617,0.003045608,0.002803666,-0.0001800849,0.0007758113,0.0022276916,-0.0060108559,-0.0047546399,-0.0015172062
6.74469060271075E-05,-0.0001000102,0.000372881,-0.0030381253,0,-0.0026984842,0,-0.0340401109,-0.0426353025,-0.0443515838
-6.74469060270854E-05,0.0011348003,-0.0007826807,0.000039083,0.0010152177,-0.0004131111,0.0010403098,0.0034950299,-0.0095943603,-0.0054359296
0,0,0,0,0,0,0,-0.0152514128,-0.0024207001,-0.004070446
0,0,0,0,0,0,0,0.0286548934,0.0325731173,0.0274976515
-6.74587991642563E-05,0.0007023902,0.0011932199,0.0030766672,-0.0004751864,0.0025641077,0.0017628277,-0.0302695994,-0.0171606904,-0.0196253731
-0.0007089429,-0.0014703736,0.0043153995,0.000232778,-0.0004885708,0.0019586443,0.0005515727,0.1030233523,0.0728608406,0.0660235232
0.0003107282,-0.0007333242,-0.0014682936,0.0004264479,-0.0003603516,-0.0003637307,0.0007572704,-0.0093437173,-0.0400460345,-0.06747941
0.0001957782,-0.0004992848,0.0028658939,0.0021645185,0.0015230189,0.0035785615,0.0024007495,0.0159668826,0.010674823,0.0775129876
0.0005328797,-0.0013617902,0.0003785032,-0.0004243258,0.0003719098,0.0003607472,-0.0018851848,0.0617491297,0.0708176826,0.0871781181
0,0,0,0,0,0,0,-0.0119498322,-0.0698112059,-0.036636703
0,0,0,0,0,0,0,-0.0470702845,-0.0247256073,-0.0666311446
0.0002426176,0.0052379535,0.0026587991,0.0028849247,0.0004932507,0.0016645689,0.0027052533,-0.0237411993,-0.0147391212,-0.0178468304
0.0001010471,0.0018162899,-0.0004950093,-0.0004603027,0.00026881,-0.0008539817,0.0009547935,-0.0083843951,-0.016032446,-0.0379171606
0.0006058069,0.0012150938,-0.0020880495,0.0029832748,0.000945911,-0.0007204472,0.0055505973,0.0172192126,0.0482525199,0.0705297901
-0.0006058069,-0.001012814,0.0025449612,0.0003809971,0.000070222,0.0009003724,-0.0007741737,-0.0068349642,-0.0207998131,-0.0333519981
0.001009207,-0.0004381536,-3.80943364079301E-05,-0.0005716153,0.0001467913,-0.0007651975,-0.0005056404,-0.0289316668,-0.0846957982,-0.0627047703
0,0,0,0,0,0,0,-0.0110742442,-0.0124503085,-0.0142864042
0,0,0,0,0,0,0,0.0108464658,0.0030317364,0.0084432198
0.0006715023,-0.0026531625,-0.0008372311,-0.0025624458,-0.0002808611,-0.0015344516,0.0034268018,-0.0194901848,-0.0371542764,-0.0427767641
0.0005029461,0.0012070262,0.0026695389,0.0001917495,0,0.0015344516,-0.0007033111,-0.000903456,-0.0003489711,-0.0001959665
-6.70241159958191E-05,0.0005039194,0.0003061376,3.83423548845196E-05,-5.10853757993118E-05,0.0007202232,-0.0006708806,0.0026655745,0.0035023938,-0.0049513598
0.0003685129,-0.0005710645,-0.0007267248,0.0004215118,0,-0.0009455381,0.0023769501,0.0099677961,-0.0093923973,-0.0117207546
-0.0015095396,-0.003010835,-0.0023629947,-0.0038857254,-0.0012662774,-0.0023502308,-0.0014380071,0.0138104871,0.010801302,-0.0117492968
0,0,0,0,0,0,0,0.0173034141,0.0265494935,0.0366625404
0,0,0,0,0,0,0,-0.0129655208,-0.0224732453,-0.0315709605
0.0002687465,0.0007006635,-0.0005697659,-0.0007735936,0.0003905095,-0.001134462,0.0013044398,-0.0087735655,-0.0098587496,-0.0185079038
-0.0009076861,0.0026795981,0.0023980562,0.0004643224,0.00081829,0.0017232131,0.0011673245,-0.0083756839,-0.0215621374,-0.0327752594
-0.0003366649,0.0037116529,0.0014911741,0.0002319742,0.0008167509,0.0003619121,0.0052967436,-0.0005170789,0.010392722,0.0429160582
-0.0002695169,0.0032312462,0.0060552674,-0.0020145732,0.0018130487,0.0053927988,0.0014453502,0.0223743203,0.0190738809,0.0522923438
0.0004715473,0.000102432,-0.0004658146,-0.0021410153,-0.0002794157,-0.0012971368,0.0007863501,-0.0148157427,-0.0156676323,-0.041877993
0,0,0,0,0,0,0,-0.0043427194,-0.0265300475,-0.0374801214
0,0,0,0,0,0,0,-0.0289161105,-0.0310342337,-0.0307041459
0.0006727515,0.0012310718,0.0015936004,0.0001560651,-0.0001207124,0.0010290813,-0.0010815988,0.0003410881,0.0199182288,0.0078840471
-0.0005044658,0.0003768579,-0.0005837031,0.0001950055,-0.0003369014,0.0003127152,0.0032693205,0.0084663033,0.0122434157,-0.005819621
6.72960962611037E-05,0.0013731558,0.0012851839,0.0002338919,-1.90775772811629E-05,0.0011150057,-0.0022204578,-0.0148215523,-0.0460154426,-0.0324411296
-0.0003029142,-0.0035953153,-0.0005067387,0.0003505995,-0.000617298,0.0002671759,-0.0015742454,0.0215673616,0.0277000568,-0.0094003887
-0.0002020607,-0.0013618527,-0.0019435031,-0.002616831,-0.0005799133,-0.0008020214,-0.0001971825,0.0152934585,0.0282658543,0.0081631874
0,0,0,0,0,0,0,-0.0201796158,0.0103527616,-0.0200034233
0,0,0,0,0,0,0,0.0297849782,0.0191745946,0.0174412792
0.0006731696,0.0007144402,0.0020603903,0.0003132875,-0.0001594524,0.0005793862,0.0019023579,0.0107532708,0.010547287,0.011108454
-0.0022254266,0.0001021589,-0.0028353629,-0.0053568656,-0.0010346739,-0.0018299265,-0.0007533865,-0.0032032594,-0.0232524596,0.0010596861
0.0007430752,-3.40556347482339E-05,7.74350896285418E-05,0.0019376738,0.0004665471,-0.0009850998,-0.0001639528,-0.0482455035,-0.0115096466,-0.0525760542
0.0009102227,0.0033158935,0.0005036647,-0.0005132372,-5.11040953919766E-05,0,0.0026810404,0.0173138292,0.0363937719,-0.0072906592
-0.0015856957,-0.0030433736,0.0002714462,0.0015772483,-1.27767080779849E-05,0.0003584767,0.0047329717,-0.0575632331,-0.0505264322,0.0651531347
0,0,0,0,0,0,0,0.0197127584,0.0311659997,0.0047953314
0,0,0,0,0,0,0,-0.0004640725,-0.0492180227,0.0804992487
3.38008882373807E-05,-0.0070305258,-0.000697662,-0.001340295,0.000146912,-0.001031419,0.0012234563,0.004179003,-0.0066188283,0.031788683
0.0012486996,-0.0002681451,-0.0016621143,-0.0007507913,-0.0002938741,-0.0010338745,3.21496871790353E-05,0.0223413056,0.0227349144,0.0061371102
-3.37023387494035E-05,0.0016786296,-0.0008094242,-0.0015848771,-2.5563416349463E-05,-0.0013070987,-0.0017394996,-0.0318370749,-0.0182821478,-0.0141818272
-0.0005395779,0.0002691838,0.0008865909,0.0041873365,0.00055567,0.0012620918,0.0005806077,0.0328901499,-0.0016943591,0.0280177675
0.0004384586,0.0005388688,-0.0010405961,-0.0001966112,0.0004912075,-0.0011718206,0.000290013,0.0250930699,0.0264634755,0.0049184898
0,0,0,0,0,0,0,0.004773672,0,0.0382658998
0,0,0,0,0,0,0,0.0098340416,-0.0318110565,0.0043980549
0.0004245474,0.0002022483,0.0026642732,0.0036814786,-0.000248724,0.0041770203,0.0010617272,0.0173648864,-0.0508149441,0.0026288855
0.0002154846,-0.0003033371,-0.0011603885,-0.0022678612,0.0001467006,-0.0017018884,-0.0004501127,0.0231117632,0.133166237,-0.0153498783
0.0008407094,0.0010794959,0.0022462222,0.0002743394,0.0028919811,0.0030853483,-0.0013208774,0.0090295663,0.0826458898,0.0001139831
-0.0006387907,0.0005745754,0.000777261,0.0016033591,0,0.0013790668,-0.0001936365,-0.0121096819,-0.0598474949,0.0708560978
-0.0002019186,0.0012531805,-0.0006995975,0.0003121602,0,-0.0014681895,-0.0002260185,0.0307312067,0.0161598259,0.0504876219
0,0,0,0,0,0,0,0.0181768567,0.0275604815,0.0428195607
0,0,0,0,0,0,0,-0.0328557654,-0.1054682341,-0.0168594749
0.0003028417,-0.0045886109,-0.0010860277,0.0019071085,0.0008417237,-0.00071364,0.001193339,-0.0247396461,0.0467281483,-0.0370477912
0.0014440114,-0.0011396172,-0.0003097955,-0.0012834605,0.0013257248,0.0001338969,-0.0024547426,-0.0267008633,-0.0901299094,-0.0368425966
0.0008373398,0.0004018764,0.0013958231,0.0010892401,6.30321099486315E-06,0.0012922125,0.0034199133,0.0272218662,-0.0446932291,0.0564551081
-0.0025841928,-0.0012713352,-0.0021307029,-0.0018689432,-0.0002269764,-0.0011583569,-0.0003536469,0.0328371891,0.0265516231,0.0239924152
0.0003701134,-0.0011676832,0.0011996558,-7.80475348592365E-05,-8.83008668298138E-05,-0.0004910057,0.0003536469,0.0118853405,-0.038709961,0.034915572
0,0,0,0,0,0,0,-0.0064791153,-0.0289851824,0.0801448046
0,0,0,0,0,0,0,0.0201100182,0.03569775,-0.0046336417
0.0021136843,0.0032103227,0.0040490321,0.0008577506,0.0002711522,0.0033368075,0.0028507835,0.0055565559,-0.0593427863,0.1130225271
-0.005049602,-0.0011397053,-0.0021849378,-0.0026567179,-0.0004667393,-0.0004434291,0,0.0162957883,-0.0274382483,0.042308622
-0.000576009,0.0018787585,0.0030071318,0.0089212501,0.0003028071,0.0031385864,9.5768594779441E-05,0.0200331079,0.0425686436,-0.0040751126
0.0001355996,0.0008076769,0.0042136169,0.0025265335,0.0003971138,0.0046003881,0.0008291108,0.0032222548,0.1098083414,-0.012289413
0.0012049848,6.73742604365969E-05,0.0017446346,-0.0016827227,0.000403046,0.0018265967,0.0024778773,-0.0134137048,0.095143389,0.0077623958
0,0,0,0,0,0,0,0.0018331218,0.0057183755,0.0037363125
0,0,0,0,0,0,0,0.0208673477,0.0118716562,0.0141005684
0.0010937709,0.0001684814,0.0027900806,0.0019879714,0.0002705865,0.0030704543,-0.000411999,-0.0287868253,0.0567987895,-0.0152839328
0.0014137635,-0.0017490198,-0.0002798161,0.0015990525,-3.14548834007718E-05,0.000473768,-0.0013337513,0.0135865655,-0.0071480928,0.0018257024
0.000436664,0.0001007138,-0.0002396989,-0.0011415787,0.0002641503,-0.0006892881,0.0020624068,0.0089870711,0.0744049821,0.0077830847
-0.0021539773,-0.0001678433,-0.0019923628,-0.0027904446,-0.0001823724,-0.0036368208,-0.0009506632,0.0142470194,-0.0890215008,-0.0105433359
-0.0003037623,-0.0013738736,-0.0029320239,-0.0020372294,-8.80691434034657E-05,-0.0052048605,-0.0012071686,0.021777443,0.132073098,-0.0100534495
0,0,0,0,0,0,0,0.0061560957,0.1465478467,-0.0204433676
0,0,0,0,0,0,0,0.0143755172,0.0435696044,0.0188619349
-0.0006757858,0.0020120234,0.0005531911,-0.0010029006,-0.0004343166,-0.0003081196,0.0030748324,-0.0170863086,0.051872842,-0.0176235171
-0.000338289,0.0018188256,0.0039320909,0.0011184711,0.0001700018,0.0037267435,-0.0006322069,-0.00288193,0.0986139018,0.0705675649
0,-0.0023898458,-0.0017917286,-0.0029760874,-0.000182597,-0.0014430581,-0.0006331286,0.0158002327,0.057036197,0.0171954802
0.0006087299,0.0017490198,0.0012335093,-0.0005433059,-0.000157473,0.0020974118,-0.0008879335,0.0075541147,-0.0104315588,-0.0015712959
0.0002364973,-0.0021851764,7.97016852857503E-05,-0.0011275842,0,-0.000479763,-0.0009215633,0.0286580579,0.0334968629,-0.0126963453
0,0,0,0,0,0,0,0.0035244464,-0.0155121662,0.0581240872
0,0,0,0,0,0,0,0.0024474254,0.0760836847,-0.0158164784
-0.0011837792,0.001578949,0.0009575629,-0.0010914862,0.0002771142,-0.0004802936,-0.0006048449,-0.0075124067,0.099322387,0.0595539429
0.0001015925,0.0019226303,-0.0011966241,-0.0008204176,-0.0003338184,-0.0003933629,-0.000573789,0.0125421266,0.0263432024,0.0737403614
0.0013523122,0.0002028781,-0.0009151841,0.0001172986,-0.0004980553,0.000174872,-0.0013737947,0.0090951764,0.009561484,0.0268131845
0.0010788272,0.0015924996,0.0023115664,-0.0051913046,6.30832084938819E-06,0.0009169243,-0.0022779137,0.0080933734,0.0161616595,0.0013024937
0.001076151,-0.0006444798,0.0056308649,-0.002738533,6.93826251314859E-05,8.72252662090018E-05,-6.43399411860026E-05,-0.0032811086,-0.012552371,0.010473918
0,0,0,0,0,0,0,0.0024746191,-0.0002498818,0.0030395374
0,0,0,0,0,0,0,0.0071162784,-0.0066930269,0.0012577838
-0.0002015751,0,0.0004455341,0.0009544929,-0.0002334221,0.0012628013,-0.0009340016,0.00567196,0.0461539879,-0.0096978522
0.0003023276,0.001153956,0.0002432114,-0.0018312933,0.0003658491,-0.0001739614,0.0004833551,0.0161976854,0.0096821251,0.0132210093
-0.0004031502,-0.0021019759,-0.0009315716,-0.0017589262,-0.000384781,-0.000958035,-0.0034922238,-0.0016849801,-0.0483930092,-0.0177723031
-0.0008411036,0.0094363531,0.0036975288,0.0019583545,2.52421017894434E-05,0.0036034037,-0.0019523273,0.008806145,0.0001251389,0.0172284151
0,0.001419434,0.0012668208,-0.0010780008,0.0001955757,0.0003889398,0.0003259979,0.0099190653,0.0074477554,-0.0025291763
0,0,0,0,0,0,0,0.0067529792,-0.0041814234,-0.0059928312
0,0,0,0,0,0,0,-0.0048856609,-0.0050150036,0.0141753013
-0.0002357994,0.0006246346,-0.000081842,0.0017951821,0.0002900465,0.0003022681,6.51702667483937E-05,0.0071845825,-0.0007472806,-0.0236646135
0.0016479221,-0.0011791122,-0.0021224961,-0.0002389285,9.45384932142801E-05,-0.0012969186,-0.00248337,-0.0145354,-0.0018625953,0.0323786051
-0.0009072657,0.0017003281,0.0026137795,0.0023437873,5.04124227214865E-05,0.0019008244,0.0023530197,-0.0028917807,0.0196432153,0.0254519656
0.0003362467,0.0026854673,0.0002458503,0.005198362,0.0006799919,0.000516966,0.00006518,0.0054112884,-0.0115136355,0
-0.0022578328,0.0014367281,0.0002459895,0.000508613,-0.0001698982,0.0001291454,0.0025668174,0.0015687528,-0.0072613626,0.0001986254
0,0,0,0,0,0,0,0.0100448626,-0.0159671631,-0.0064092754
0,0,0,0,0,0,0,-0.0030960026,-0.0108727018,0.0206464034
0.0022645554,-0.0033914406,-0.0022089058,-0.0010178197,-0.0001636685,-0.00176832,0.0002590869,0.0018549518,0.0491293287,-0.0093422102
0.0018045165,-0.000452517,-0.0007745433,-0.0004313344,-0.0001889253,0,0.0006793688,0.0189606794,-0.0324739797,-0.0164611055
0.0013701751,0.0014636804,-0.0004477893,0.0001961143,-0.0004852838,-0.0012551247,-0.0010356532,-0.0016721194,-0.0255506394,0.0045700278
-0.0006344224,-0.0016028216,0.0001220786,0.0005486505,0,-0.0002167679,-0.0007459042,-0.0019678766,0.0744049821,0.0029423858
-0.0008361788,-0.0021856141,0.0007739621,0.0019538179,0,0.0006932768,-0.0021801814,0.0163904162,-0.295498377,-0.0414553068
0,0,0,0,0,0,0,0.0056833241,0.4542953809,-0.0179612826
0,0,0,0,0,0,0,0.0045927933,0.0183813508,0.005962947
0,0.0028121009,-0.0009367259,0.0020615014,0.0001450117,-0.0007800142,0.000977554,0.0166561002,0.1865218502,-0.017063459
0.0001004261,0.0012207619,-0.0037268294,-0.0033891393,3.78211850316224E-05,-0.0020433333,-0.0005536771,-0.0003336236,0.1324240313,-0.0095980588
0.0011365465,-0.0005584884,-0.0018514899,0.0004299761,-0.0006181591,-0.0017903674,0.001853669,-0.0012072416,0.0299328414,0.0237130215
-0.0003339687,-0.0036819556,-0.0020835276,-0.0019578763,-0.0004673568,-0.0029857589,-0.0001947509,0.0008322212,0.0064273084,0.0104085222
0.0028637833,0.0029848535,0.0026461894,0.0026605538,0.0006882289,0.002504158,6.49267137521889E-05,0.0318355965,-0.0086999168,-0.0136803835
0,0,0,0,0,0,0,-0.0014318397,0.0329525433,8.57865646055204E-05
0,0,0,0,0,0,0,0.0131978719,-0.0768928995,-0.0215078495
0.0001990951,-0.0017725621,0.000643936,-0.0015630572,0.0001513904,0.0008315209,-0.0009098579,-0.0395425767,-0.0289240446,0.0903462435
0,0.0012852556,-0.0005634962,0.0008603797,-0.0002081754,-0.0008753293,-0.0007488118,-0.0025570233,0.1987107542,0.0158687411
-0.0007304644,0.0001739753,-0.000562766,0.0021823869,0.0002649331,0.0010938862,0.0007813396,-0.0306175226,0.0198285842,-0.0105076371
0,0.0042315939,0.002902025,0.0032531562,0.0013536788,0.0021360575,-0.0001301257,0.0306593198,-0.0112647535,0.0016315379
0.0008631437,-0.001263301,4.04427510561906E-05,0.0006168969,-0.0003207235,0,6.50677231372416E-05,0.0096790962,0.0131709504,-0.0061876472
0,0,0,0,0,0,0,0.0197172215,0.007709572,0.1031998351
0,0,0,0,0,0,0,-0.0415146494,0.0522883577,-0.1166858615
-0.0005973785,0.0011930211,-0.0011309759,0.0022672592,-0.0003398483,-0.001001331,-0.0010096468,-0.0390806318,-0.0289872803,-0.0099420569
0.0016242775,0.0023959192,0.0012523267,0.0002682128,0.0010501525,0.0016965499,-0.0004893827,-0.0312097044,0.0068937079,0.1118110004
0.0009584527,0.0049033196,0.0053323298,0.0052162446,1.88419320450129E-05,0.0042341023,0.005707656,0.0038548642,-0.0109780122,0.0902336107
0.0026659059,-0.0023164329,-0.0020429734,0.000491729,-3.14033665316279E-05,-0.001248654,-0.0010967853,0.0022733405,-0.0006769986,0.0019799537
0.0024539228,0.0017094024,-0.0007331241,-0.000491729,-0.00031416,0.0016354385,0.0008067293,0.0046890228,0.0109606949,0.0865399972
0,0,0,0,0,0,0,0.0189830308,0.0020862866,0.036114977
0,0,0,0,0,0,0,0.022494735,0.0020963572,0.0497123265
0.000880032,0.0001427543,0.0038833122,0.0007184963,0.0001131238,0.0004722693,0.0012555129,-0.0289636959,-0.0178408285,0.0334964088
0.0004881345,-0.0001070702,0.001480691,-0.0022350245,0.0001130941,0.0011142355,-0.0005468287,0.0152595115,0.0020215451,0.029683056
-0.000911632,-0.0010692524,-0.001028793,-0.0014075144,-0.0006664238,-0.000685345,-0.0025502184,-0.0303182829,-0.0185115472,-0.0581560236
0.0003258044,-0.0012796376,-0.000616108,-0.0003430591,-0.0003210026,-0.0004718028,-9.71394914190211E-05,-0.0162207102,0.0449671455,-0.0188755711
0.0006833887,-0.0020890648,-0.0017204671,0.0004954396,-1.25932105664955E-05,-0.0018923537,-0.0011024355,0.0003056379,-0.002861918,0.0118137166
0,0,0,0,0,0,0,0.0036160145,-0.0112627247,0.0140070102
0,0,0,0,0,0,0,-0.0069325474,-0.0170333393,-0.0198425794
3.251556730215E-05,0.0009901678,0.0047684492,0.0014829515,-0.0004599008,0.0024498838,0.00042185,0.0088207126,0.0290097774,0.0090105822
0.0005199183,-0.0009901678,-0.0016913889,-0.0025889485,-0.0005045612,-0.0018468764,-0.0020807681,0.0102699565,0.0539292936,0.0363012496
-0.0009102662,-0.0030271905,-0.0011923832,-0.0036429495,-0.000890718,-0.0013795349,-0.0008481679,0.0156742466,-0.0127508456,0.038261244
-0.0001627464,-0.0022042788,-0.0004514283,-0.000308174,0.0001896674,0.0013364908,-0.0038703337,-0.0023312013,-0.0015678518,0.0142854834
-0.0003582635,-0.0008367912,0.0010266528,-0.0019697664,-0.0001137906,-0.0005599632,-0.0030084844,0.0062937028,-0.0077554647,0.0276751015
0,0,0,0,0,0,0,0.0094265704,-0.0038264079,0.0314754442
0,0,0,0,0,0,0,-0.0119256908,-0.0112810104,0.014977156
0.0002931466,-0.0030199234,-0.0007394346,0.0015456694,-0.0001833921,-0.0005606861,0.0004642024,-0.0021202971,0,-0.0006620344
0.0016898626,0.0036124839,0.0010273328,0.0027300941,0.0007331042,0.0017658649,0.0019508484,0.0246069764,0.0014873113,0.014803104
0.0002269802,-0.0007666892,0.0007824015,0.0014923531,0.0004039421,-0.0003439957,-0.0007594584,-0.0016563648,-0.0051834569,-0.0027292752
-0.0005189854,0.0004180263,-0.0031621032,-0.0022596606,-0.0003534287,-0.0029350166,-0.0011582517,0.0150203264,0,0.0085865684
0.0011344795,0.001641155,0,-0.0008456045,-0.0007583174,0,-0.0002320215,0.0141581942,-0.0014696951,-0.0102836963
0,0,0,0,0,0,0,-0.001477752,0.028811942,-0.0003386312
0,0,0,0,0,0,0,0.001477752,-0.0346414857,0.0037395451
0,-0.0026506974,-0.0024481152,0.0013445097,-0.0008103338,-0.0024756091,-0.0009625546,0.0073814837,0.0072992387,-0.0077826571
-0.0013292595,0.0010792525,0.002980364,0.0035904897,0.0011011786,0.0035569663,0.0002989522,0.0104123926,-0.0180231041,-0.0006702077
-0.0002598436,-0.0003832676,0.0009843302,0.0003422206,-0.000233925,0.0003454664,-0.000066416,4.28403928241916E-05,-0.0111542435,-0.0010033762
0.0009087696,-0.0020152912,-0.0008614108,-0.0019428145,0.0008907701,-0.0001726989,-0.0001660845,0.0074321435,0.0048447696,0.0574196282
-0.0007853245,0.0012845364,-0.001758528,-0.0020282556,-0.0001893724,-0.0013840688,0.0002989064,0.0002179646,0.000696543,-0.0011423798
0,0,0,0,0,0,0,-0.0018709304,-0.0055413126,-0.0003801265
0,0,0,0,0,0,0,0.0036185967,0.0006888098,0.0034331758
-0.0005785444,-0.0001738082,-0.0006117686,0.0001150602,-0.0006065479,-0.0003467075,0.0021196448,0.0030754417,0.0041559598,0.0155957326
0.0018499293,-0.0014918858,-0.0017083817,-0.005052909,0.0002149158,-0.0030455558,-0.00003304,-0.0272564482,-0.008272526,-0.0175064021
0.0019388192,0.0009708783,0.0006906785,0.0017423685,0.000757678,0.0013078543,0.0013196439,-0.0013643419,0.0006833904,-0.0022817626
-0.0010006439,0.0014255706,-0.0027965492,-0.002480139,-0.0013457888,-0.0029701438,-0.0033730496,0.0123512322,0,0.0049590598
-7.11000585334192E-05,-0.0006264366,-0.0013714149,0.0036763843,0.000423773,0.0007444425,-0.0019631042,0.0068488623,0.0006844674,0.0038535699
0,0,0,0,0,0,0,-0.0104438608,-0.0067966095,-0.0038535699
0,0,0,0,0,0,0,0.0065353344,0.0033850092,0.0144323077
0.0001680374,-0.0013888547,0.0010483392,0.0004236835,0.0007579643,0.000043751,0.0001000333,0.0042970023,-0.0006791158,0.0067953583
0.0013226448,-0.0044833466,-0.000443837,0.0016906117,0,0.00017496,0.0007661573,0.0096057787,-0.0053950319,0.00282929
0.0006437313,0.0027189741,-0.0011679462,-0.0017291085,0,-0.0016649728,-0.0006328155,0.0077956382,0.0150006727,0
0.002015142,0.0032227865,0.0041625343,0.0037568305,0,0.0025823583,0.0028901029,0.0225082974,-0.0055149247,0.0036649541
0.0017635858,-0.0023933864,-0.0001623986,0.0049339232,0,0.002046201,0.0011572816,0.0022782714,-0.0006844674,0.0061778351
0,0,0,0,0,0,0,-0.003224035,0.002744366,-0.0028939292
0,0,0,0,0,0,0,0.0012772681,-0.0034277564,0.0012378948
0.000452519,-0.0013124864,0.0006906139,-0.0020805956,0,0,-0.0020853325,0.000758676,0.0027400374,-0.0057468917
-0.001199253,-0.0014116692,-0.0026750841,-0.004766018,0.0001198897,-0.0001737699,-0.0006308801,0.0104712214,-0.0101872024,0.0057468917
0.0009571173,0.003901857,0.0006874629,0.001989022,-0.0015548229,0.000651279,0.0029472993,0.0035145974,0.001344566,0
-0.0005548704,-0.0004853227,-0.0013738393,-0.0042183489,-0.0003230392,-0.0019567744,0.002566682,-0.0115586558,-0.0139145145,-0.0110160448
0.0001531383,0.0055791307,0.0025085087,0.0073364895,0.0014296838,0.0023037243,0.0027798605,-0.0064895513,-0.0058295437,0.00282929
0,0,0,0,0,0,0,-0.0001410276,-0.0012848959,-0.0080352798
0,0,0,0,0,0,0,0.0133639616,0.0117032541,0.0125188853
0.0001594623,0.0011596656,0.001585389,0.0009462156,-0.0003348577,0.0019032857,-9.78104502411579E-05,-0.0020792405,-0.0065407032,0.0070215568
0.0007646037,0.002930497,0.0013460183,-0.0007568057,-0.0020399859,0.0005176335,-0.001600696,0.0060721095,-0.0025889465,0.0101101244
-0.0022850602,-0.0054217103,-0.0033775239,-0.0077571715,0.0009895127,-0.0025509929,-0.0074934286,-0.0078532898,0.0019402615,0.002136229
0.0015395863,0.0129617965,0.0045228806,0.0059734629,0.0029236177,0.0047011829,0.0043731296,0.0370380166,-0.0051548912,0.0242193478
0.0004907544,-0.0046966716,-0.0016761045,0.0012531539,-0.000025174,-0.0014179303,-0.0020485627,0.0049459804,-0.001917418,-0.0129383374
0,0,0,0,0,0,0,0.0028669911,0.0012773376,0.0044180898
0,0,0,0,0,0,0,-0.0067653423,0.0077439404,0
-0.0002484947,0.0005709237,0.0012667016,0.0007198778,-0.0005667998,0.0007739904,0.0010585292,0.0125027564,0.0206687183,-0.0013301526
0.001088498,-0.0017460888,0.001270407,0.0026043051,0.0029017557,0.0013297584,0.0010889128,0.0142656289,-0.0121206327,-0.0008845105
0.000095353,0.0012464896,0.0011506674,0.0013525893,-0.0010152929,0.0012402923,0.001775989,-0.065717917,-0.0175693636,-0.0306989418
-0.0014452406,0.000535307,-0.0008222162,0.0009742631,0.0010027731,-0.0007694196,-0.0005254622,0.001344566,0.0421586368,0.0146522879
9.56486784039435E-05,-0.0044408592,0.0016872219,0.0033185099,-0.0010529726,0.001366916,0.0006567285,-0.0061603087,-0.0048915423,-0.0029702718
0,0,0,0,0,0,0,0.0033797407,-0.0075770983,0.0212315888
0,0,0,0,0,0,0,0.0051919817,0.009666731,-0.0126906158
-0.0023783357,-0.0046057972,-0.0030404847,-0.0058335595,-0.0019308018,-0.0036833875,-0.0003610778,-0.0481111868,-0.004169259,-0.0055707012
0.0009157955,0.0033704511,0.0048998902,0.0071316799,0.0028335058,0.0046632078,0.0025212628,-0.0553649171,-0.0088983858,-0.0280287236
0.0023860617,0.0029352696,0.0034088571,0.0017739911,0.001618906,0.0028417241,0.0041590692,0.0407643352,0,0.0548102882
-0.0007322853,-0.001275566,-0.0022063414,-0.0008121786,-0.0009993835,-0.0016094411,0.0002586241,0.0076860812,0.0068286703,0.0611736058
-0.0012125795,-0.0022232651,-0.0023604144,-0.0023713809,0,-0.0021694563,-0.0001939536,0.008736536,-0.002744366,0.0100205965
0,0,0,0,0,0,0,0.0143186974,-0.0108072633,0.0048285245
0,0,0,0,0,0,0,0.0032923463,0.0060459605,-0.0058942784
-0.0001278381,0.0026480376,0.0009922955,-0.0012650797,0.0006373727,0.0019147879,0.0022895845,-0.0059798208,-0.0033692526,-0.0026529984
0.0019008881,0.0013123368,0.0033241225,0.002600577,0.0002559354,0.0023288894,0.0018614483,-0.0040445258,0.015719691,0.0352472776
-0.0016260854,-0.0015955647,-0.0018729486,0.0006292234,-0.0004245606,-0.0001267088,0.0004481223,0.0205637676,0.0077241152,0.0247898377
-0.0013949849,-0.0006012466,4.15334463954954E-05,-0.0012222723,-0.0002249356,-0.0003803484,-0.0020844892,0.0140951265,-0.0084195428,-0.0036292229
0.0005188422,-0.0001413489,0,0.0009632906,-0.000156274,-0.0002114487,0.0008349966,0.0040435602,-0.0041493419,0.0012063743
